crop,region,soil_type,season,year,avg_temperature,avg_rainfall,humidity,sunlight_hours,soil_ph,nitrogen_content,phosphorus_content,potassium_content,organic_matter,farm_area_ha,irrigation_type,fertilizer_kg_ha,pesticide_l_ha,yield_per_ha,total_yield_tons
Rice,West,Loamy,Zaid,2020,20.3,87.55,69.4,9.94,7.69,113.34,61.55,257.45,0.81,2.45,Sprinkler,248.02,4.93,1.88,4.6
Tomato,South,Loamy,Zaid,2018,42.55,89.78,88.91,11.49,6.34,215.77,40.19,76.05,2.32,7.95,Rainfed,261.72,8.86,5.21,41.42
Cotton,South,Sandy,Rabi,2022,25.11,43.09,64.94,10.75,6.8,397.14,53.17,172.44,1.83,0.56,Drip,202.64,5.77,0.67,0.37
Wheat,East,Clay,Kharif,2024,36.85,97.16,82.18,6.53,7.15,303.98,24.69,281.2,3.82,0.77,Drip,266.28,9.3,2.11,1.63
Maize,Central,Loamy,Kharif,2023,25.27,33.29,66.83,5.36,6.82,378.23,65.6,245.52,2.09,14.11,Drip,142.07,0.4,1.47,20.72
Potato,North,Sandy,Zaid,2020,24.96,65.04,47.69,11.48,7.41,382.16,50.81,65.97,0.63,12.04,Flood,59.68,6.15,9.23,111.11
Wheat,East,Silt,Kharif,2015,15.97,23.79,76.54,6.49,7.15,332.16,59.2,137.14,3.87,13.5,Drip,202.49,7.04,0.57,7.64
Tomato,Central,Sandy,Kharif,2015,32.87,205.56,57.58,11.93,5.59,396.01,27.22,160.11,4.48,1.9,Flood,106.2,6.43,24.11,45.83
Potato,West,Clay,Kharif,2016,24.84,87.16,53.59,8.37,5.96,197.08,59.93,268.45,3.15,0.89,Sprinkler,219.69,8.98,15.09,13.42
Soybean,Central,Sandy,Rabi,2016,23.41,88.06,89.57,9.09,7.92,293.95,25.46,121.02,3.5,3.54,Drip,151.09,0.22,1.44,5.1
Rice,South,Sandy,Kharif,2024,24.18,140.64,48.89,8.03,6.82,296.98,42.88,174.61,1.83,0.75,Rainfed,279.26,0.12,2.67,2.0
Rice,East,Clay,Kharif,2015,33.08,79.35,55.95,8.42,6.88,176.64,16.16,84.38,2.69,9.85,Flood,75.16,6.77,1.03,10.13
Sugarcane,North,Silt,Zaid,2021,32.34,136.05,75.39,11.13,6.7,173.11,48.07,65.64,2.0,11.24,Rainfed,183.01,4.37,22.66,254.6
Sugarcane,South,Loamy,Rabi,2021,15.26,48.82,51.83,10.63,8.46,260.44,15.59,237.76,4.45,13.88,Drip,207.19,5.07,18.35,254.76
Cotton,South,Sandy,Rabi,2021,33.17,102.8,75.0,9.11,5.85,369.51,53.59,231.95,2.04,13.08,Sprinkler,175.65,6.79,1.34,17.51
Cotton,West,Clay,Kharif,2024,32.71,267.79,72.24,5.33,8.35,395.24,17.24,162.57,2.97,0.98,Drip,97.42,5.38,1.63,1.6
Sugarcane,South,Clay,Rabi,2022,23.58,71.68,87.38,8.17,5.74,182.22,42.34,288.39,3.06,6.45,Sprinkler,72.13,8.77,33.43,215.79
Cotton,West,Sandy,Rabi,2018,6.09,274.12,62.27,9.46,6.91,142.77,29.04,66.81,2.48,5.74,Flood,110.93,4.9,0.5,2.87
Potato,North,Silt,Rabi,2023,14.27,96.35,58.21,6.29,7.26,144.41,73.05,283.71,3.47,2.31,Sprinkler,206.5,6.02,12.4,28.6
Maize,East,Clay,Zaid,2017,26.14,53.86,48.42,5.74,7.46,365.77,36.95,80.47,0.56,3.1,Rainfed,108.14,3.23,1.24,3.86
Maize,West,Silt,Kharif,2023,34.49,263.39,74.99,5.32,7.75,154.38,49.1,69.27,0.71,3.62,Rainfed,76.25,3.07,1.41,5.12
Potato,West,Loamy,Zaid,2021,36.24,166.72,56.63,7.95,7.82,161.47,66.34,257.95,4.95,3.44,Sprinkler,142.66,7.02,15.6,53.58
Maize,East,Clay,Zaid,2022,24.19,150.75,45.82,9.08,6.31,295.5,41.99,78.79,1.61,1.74,Rainfed,91.15,4.68,4.02,6.99
Tomato,Central,Loamy,Zaid,2019,22.75,127.32,81.8,11.85,7.12,171.42,74.95,224.75,4.82,5.76,Rainfed,243.79,8.91,18.53,106.78
Tomato,North,Sandy,Zaid,2015,15.78,193.37,78.6,6.93,6.99,290.5,11.99,111.89,1.63,11.24,Sprinkler,132.87,5.45,23.31,261.95
Sugarcane,North,Clay,Rabi,2016,45.57,50.07,46.19,11.59,7.61,153.12,67.38,246.78,4.27,2.12,Flood,162.14,6.94,11.05,23.37
Tomato,East,Sandy,Kharif,2018,11.45,20.54,78.34,7.33,6.44,314.06,41.86,223.71,0.56,0.55,Flood,189.98,9.82,2.77,1.52
Cotton,South,Loamy,Kharif,2019,35.54,134.85,48.61,6.49,5.73,364.24,31.73,107.62,3.79,1.61,Rainfed,110.07,1.04,1.19,1.92
Potato,Central,Sandy,Kharif,2017,26.47,63.3,65.67,6.09,7.4,284.94,15.61,277.67,2.57,1.59,Drip,126.85,8.66,10.78,17.1
Sugarcane,West,Loamy,Zaid,2020,32.25,102.54,87.38,9.21,7.53,174.57,56.78,148.45,4.6,1.19,Sprinkler,121.41,0.66,29.58,35.31
Sugarcane,East,Peat,Kharif,2015,26.36,279.08,73.47,4.83,6.52,389.35,19.54,189.12,2.09,35.93,Rainfed,121.35,0.48,48.52,1743.24
Cotton,East,Clay,Kharif,2016,23.62,59.56,72.88,4.84,7.07,212.57,47.57,263.37,4.88,7.49,Rainfed,241.71,5.29,0.51,3.84
Soybean,Central,Peat,Kharif,2023,17.79,48.19,75.38,9.26,6.44,331.61,75.75,186.31,3.55,2.09,Sprinkler,292.7,2.74,0.84,1.75
Tomato,South,Clay,Zaid,2021,28.42,282.93,75.98,10.49,6.87,375.86,61.99,131.69,0.66,4.39,Sprinkler,260.16,8.61,27.17,119.3
Cotton,South,Loamy,Zaid,2024,22.08,115.15,73.38,6.68,7.58,277.27,49.67,215.76,3.22,1.41,Flood,268.6,2.41,1.38,1.96
Maize,North,Peat,Zaid,2019,13.74,39.41,73.05,11.17,5.53,393.9,12.08,52.84,4.36,6.67,Rainfed,76.45,9.37,0.78,5.2
Wheat,West,Silt,Rabi,2015,10.66,194.32,76.92,8.98,8.2,358.38,25.88,269.67,2.18,3.33,Flood,293.08,7.6,1.96,6.53
Rice,North,Clay,Kharif,2016,23.77,124.39,66.97,4.93,8.16,346.56,64.44,189.79,1.49,11.27,Sprinkler,138.24,0.2,3.4,38.26
Sugarcane,East,Sandy,Zaid,2019,27.68,21.25,51.39,7.62,7.38,312.45,65.18,188.92,3.45,8.84,Drip,229.96,9.55,11.42,100.91
Maize,South,Clay,Kharif,2021,32.88,38.56,87.37,5.63,8.47,310.4,53.93,131.08,1.1,1.17,Drip,266.64,4.32,1.16,1.36
Cotton,Central,Peat,Rabi,2015,24.32,164.37,63.52,5.7,8.06,303.98,16.64,185.44,4.33,0.85,Sprinkler,154.07,8.05,2.03,1.72
Tomato,South,Clay,Zaid,2023,26.2,169.33,55.29,8.06,7.72,145.78,51.65,230.09,4.32,1.09,Rainfed,132.42,5.42,18.64,20.35
Wheat,North,Sandy,Kharif,2015,17.66,21.4,74.69,11.27,7.89,286.74,78.43,158.28,2.86,0.56,Sprinkler,286.49,5.83,0.5,0.28
Rice,Central,Silt,Zaid,2024,31.84,24.56,58.12,4.03,6.47,385.44,20.8,186.35,1.34,8.15,Drip,190.6,2.02,0.75,6.12
Rice,North,Loamy,Kharif,2015,28.25,144.79,80.27,4.74,7.58,344.62,12.86,124.26,1.96,10.14,Sprinkler,245.09,6.56,3.73,37.79
Cotton,West,Clay,Kharif,2016,33.88,80.41,83.74,5.87,7.61,172.53,12.79,121.04,2.72,9.77,Rainfed,177.21,1.79,0.5,4.89
Rice,Central,Silt,Zaid,2023,25.56,29.65,74.77,10.77,6.84,171.71,66.2,186.27,1.39,15.43,Rainfed,287.02,3.67,0.5,7.72
Wheat,North,Silt,Kharif,2020,30.77,119.64,55.86,4.53,8.18,399.43,34.53,236.19,0.8,2.81,Drip,77.19,0.55,2.53,7.11
Cotton,North,Peat,Zaid,2019,23.27,94.27,53.54,9.89,6.58,120.25,21.59,82.12,2.46,0.84,Rainfed,251.62,9.08,0.5,0.42
Sugarcane,East,Clay,Zaid,2016,36.09,86.46,65.95,11.88,5.7,300.36,34.2,175.45,1.48,1.37,Drip,110.89,0.71,32.34,44.42
Soybean,West,Loamy,Kharif,2020,33.46,100.85,40.02,5.01,8.03,181.52,73.85,268.64,1.2,11.92,Sprinkler,206.96,6.3,1.44,17.16
Rice,North,Silt,Kharif,2023,35.63,71.93,76.76,9.34,7.81,298.06,15.6,123.18,4.73,1.76,Rainfed,168.07,3.57,0.8,1.42
Wheat,West,Sandy,Rabi,2024,20.42,82.24,83.73,8.12,7.46,227.79,70.9,215.66,0.91,3.75,Drip,256.81,7.34,2.12,7.95
Soybean,West,Clay,Rabi,2016,18.15,45.83,88.86,6.28,5.65,248.7,17.72,220.33,4.55,13.21,Rainfed,201.76,5.35,0.54,7.13
Wheat,Central,Peat,Kharif,2024,30.88,268.4,54.48,4.11,6.82,358.41,68.53,200.92,1.2,1.07,Rainfed,288.67,4.21,2.16,2.31
Maize,South,Sandy,Zaid,2024,26.09,256.3,83.49,8.54,6.96,320.58,34.48,206.35,0.6,9.2,Rainfed,299.51,9.55,3.49,32.08
Cotton,West,Silt,Kharif,2023,12.36,56.1,62.87,9.98,5.55,218.13,48.95,103.8,0.85,4.38,Sprinkler,209.45,6.41,0.5,2.19
Tomato,East,Sandy,Kharif,2022,26.49,47.1,51.02,4.32,6.05,345.58,10.21,60.97,1.07,3.23,Rainfed,133.43,1.78,5.14,16.59
Rice,North,Sandy,Rabi,2023,19.03,59.11,73.29,6.33,7.09,295.39,46.34,153.32,2.07,8.02,Drip,234.75,6.96,1.49,11.98
Sugarcane,East,Silt,Zaid,2015,31.55,169.49,87.89,9.51,6.72,338.94,52.65,269.42,3.71,7.85,Drip,216.86,0.92,71.05,557.52
Maize,East,Loamy,Kharif,2017,24.37,146.03,61.06,4.01,6.61,120.33,64.64,245.94,4.13,0.65,Sprinkler,58.07,9.03,4.4,2.88
Potato,South,Sandy,Kharif,2021,19.66,130.89,79.77,7.58,7.14,168.21,74.65,125.45,1.48,4.23,Drip,97.63,6.87,16.2,68.45
Potato,Central,Silt,Zaid,2020,32.23,25.9,46.4,6.42,7.16,328.86,74.48,153.02,0.98,1.7,Rainfed,121.81,7.86,2.91,4.96
Cotton,West,Silt,Kharif,2021,20.94,43.45,81.94,10.87,8.15,182.5,19.36,75.99,2.3,3.3,Rainfed,267.05,2.68,0.5,1.65
Sugarcane,North,Silt,Zaid,2016,19.49,51.08,73.46,9.81,8.38,354.98,67.54,223.08,1.03,8.78,Sprinkler,283.83,3.91,17.89,157.13
Sugarcane,South,Clay,Rabi,2015,31.88,93.92,87.82,4.41,7.63,344.4,65.21,191.69,4.64,1.22,Drip,111.29,3.07,34.32,41.95
Potato,East,Sandy,Rabi,2016,16.55,148.96,60.75,9.64,6.38,139.58,19.24,100.82,1.02,1.75,Drip,194.76,2.56,12.1,21.13
Tomato,North,Sandy,Kharif,2020,21.78,25.42,84.61,5.11,6.55,213.84,64.05,170.89,2.22,6.45,Drip,199.25,0.78,4.81,31.05
Cotton,South,Loamy,Kharif,2016,24.88,75.2,47.5,10.71,5.9,131.53,40.73,159.16,4.92,1.18,Sprinkler,170.96,2.01,0.73,0.86
Maize,East,Peat,Rabi,2023,28.32,69.71,72.42,6.71,7.19,240.74,36.21,184.38,2.23,8.7,Drip,173.81,9.03,2.25,19.61
Soybean,North,Clay,Rabi,2016,22.85,40.29,59.66,5.66,8.1,270.37,44.83,246.94,1.09,10.23,Rainfed,170.83,1.36,0.5,5.11
Rice,North,Loamy,Kharif,2015,18.01,81.76,70.23,11.15,8.17,367.85,39.18,237.4,1.55,9.39,Sprinkler,135.43,4.64,1.92,18.04
Rice,East,Clay,Rabi,2022,17.0,261.25,64.66,11.12,7.7,362.44,55.83,253.09,1.04,17.76,Flood,95.24,0.25,2.62,46.51
Potato,East,Silt,Zaid,2018,21.87,144.45,75.82,6.71,7.76,352.77,52.7,146.5,3.26,10.41,Sprinkler,275.12,0.32,19.23,200.25
Sugarcane,South,Loamy,Zaid,2016,24.98,77.34,67.29,9.47,6.6,162.57,37.64,52.25,4.23,2.92,Drip,205.7,3.25,22.39,65.39
Wheat,East,Clay,Kharif,2019,23.49,97.75,50.43,9.0,5.83,244.33,60.39,187.27,3.86,2.1,Rainfed,62.2,0.56,1.51,3.17
Potato,East,Sandy,Rabi,2023,32.65,161.74,81.98,9.55,6.89,179.35,39.95,118.35,3.31,9.02,Rainfed,179.55,0.46,12.44,112.31
Rice,East,Silt,Kharif,2023,6.17,54.85,85.73,10.5,6.74,117.01,76.34,214.76,1.62,4.31,Flood,208.84,2.27,0.64,2.75
Sugarcane,North,Sandy,Zaid,2016,21.16,297.15,68.79,7.38,7.19,101.71,72.63,183.08,2.53,14.7,Rainfed,232.6,3.37,31.34,460.81
Tomato,East,Clay,Kharif,2018,19.79,211.05,87.73,4.77,8.37,262.86,57.06,103.06,1.13,0.91,Flood,155.58,2.21,15.81,14.45
Tomato,Central,Clay,Rabi,2020,38.52,114.54,48.9,9.07,7.54,171.24,32.41,145.83,3.21,1.18,Flood,235.87,3.46,11.07,13.04
Maize,West,Clay,Zaid,2024,25.99,290.14,83.49,9.9,6.08,319.62,54.51,243.14,4.41,2.37,Rainfed,211.08,2.75,3.23,7.64
Maize,South,Silt,Kharif,2017,3.51,111.79,77.94,8.84,8.41,321.44,78.95,235.86,2.79,3.15,Flood,233.92,6.87,1.99,6.25
Cotton,West,Loamy,Rabi,2021,31.74,147.94,83.61,5.82,7.19,280.99,30.5,296.99,4.03,2.44,Rainfed,139.61,7.18,1.08,2.64
Tomato,South,Clay,Rabi,2016,8.4,212.42,79.56,6.66,8.09,374.08,48.67,89.81,3.97,2.42,Rainfed,181.82,0.46,13.14,31.84
Rice,North,Silt,Kharif,2015,21.19,67.85,74.3,4.33,7.37,331.59,10.89,237.49,1.09,6.49,Rainfed,163.82,5.52,1.16,7.53
Rice,East,Silt,Rabi,2022,24.32,220.02,70.52,11.86,8.05,360.89,51.85,70.24,4.61,1.13,Sprinkler,179.29,8.57,3.37,3.8
Tomato,North,Sandy,Kharif,2022,24.6,38.11,58.66,11.91,8.5,313.25,72.16,61.05,1.74,2.8,Flood,53.0,3.77,4.74,13.29
Cotton,South,Peat,Kharif,2017,23.55,51.53,83.31,5.7,5.69,174.92,67.93,196.8,3.14,0.5,Rainfed,168.04,2.66,0.5,0.25
Cotton,North,Loamy,Zaid,2020,25.05,111.3,83.72,5.45,7.8,114.67,32.87,104.73,4.62,1.48,Rainfed,194.66,1.65,0.52,0.76
Maize,West,Clay,Kharif,2024,20.88,194.79,79.01,6.22,7.34,208.8,63.85,223.12,0.91,9.8,Sprinkler,94.86,1.74,5.39,52.84
Sugarcane,East,Silt,Zaid,2023,24.22,40.24,46.12,6.68,8.02,153.04,33.74,121.56,2.1,6.76,Rainfed,151.37,7.6,8.06,54.54
Maize,West,Sandy,Zaid,2023,17.4,141.61,66.74,10.95,8.3,315.31,79.24,199.13,0.68,4.01,Flood,107.5,3.34,3.6,14.45
Wheat,West,Silt,Rabi,2019,9.42,54.96,55.48,7.22,6.36,150.85,63.59,148.8,4.24,11.22,Sprinkler,237.74,3.97,0.74,8.32
Wheat,West,Silt,Zaid,2018,28.54,72.09,72.78,10.04,7.19,292.74,24.95,198.17,2.57,3.29,Sprinkler,152.58,3.11,1.51,4.97
Tomato,North,Sandy,Rabi,2018,17.43,140.3,67.89,4.24,5.65,271.04,69.24,60.99,2.78,10.02,Rainfed,51.11,2.76,15.74,157.79
Tomato,West,Sandy,Rabi,2024,26.52,90.8,47.58,4.34,7.01,320.54,22.41,222.83,2.96,2.71,Sprinkler,216.11,1.92,18.15,49.27
Soybean,Central,Silt,Zaid,2023,19.07,99.7,62.93,7.18,7.72,296.83,54.76,272.95,4.97,4.69,Rainfed,137.07,7.79,0.92,4.3
Wheat,West,Clay,Rabi,2023,49.08,430.24,89.55,10.39,6.92,264.17,32.38,257.46,3.86,7.88,Rainfed,84.67,3.99,0.76,5.98
Soybean,South,Clay,Zaid,2020,37.68,33.31,58.43,4.7,8.38,325.38,53.45,101.21,2.0,1.28,Flood,184.03,8.21,0.5,0.64
Soybean,East,Clay,Rabi,2015,23.19,145.2,84.7,10.02,7.07,131.53,62.84,76.41,2.06,2.34,Sprinkler,139.81,3.3,1.42,3.31
Tomato,South,Peat,Rabi,2016,22.34,38.84,82.29,10.87,6.97,131.84,50.28,255.23,1.8,9.59,Flood,219.23,9.87,6.73,64.53
Tomato,West,Loamy,Kharif,2020,23.09,30.93,43.48,9.65,8.24,392.07,28.93,100.44,3.02,1.62,Sprinkler,123.98,8.37,5.91,9.58
Sugarcane,West,Silt,Kharif,2022,13.83,245.45,64.11,8.51,7.81,171.78,67.62,54.39,4.09,7.98,Rainfed,125.44,7.28,18.45,147.22
Tomato,East,Loamy,Rabi,2017,38.76,145.42,89.15,5.46,6.94,364.03,49.31,269.1,2.45,8.43,Rainfed,267.51,8.46,17.92,151.07
Rice,Central,Clay,Kharif,2023,30.23,44.79,61.95,5.4,6.04,246.35,77.21,197.98,4.34,14.34,Flood,71.64,1.62,0.96,13.71
Maize,South,Silt,Kharif,2021,20.17,174.48,43.19,5.27,6.65,267.32,71.71,290.93,4.48,1.07,Sprinkler,207.81,4.42,4.78,5.1
Tomato,South,Sandy,Kharif,2017,26.29,100.99,57.83,6.77,5.78,393.66,60.82,120.08,4.63,15.29,Sprinkler,252.59,6.59,19.35,295.89
Maize,West,Clay,Kharif,2016,12.74,317.13,78.01,6.34,7.37,278.17,66.85,73.83,3.66,2.51,Rainfed,82.41,7.32,1.85,4.64
Sugarcane,West,Silt,Zaid,2016,7.11,150.98,48.12,11.89,7.91,186.75,61.84,83.95,3.44,0.81,Rainfed,133.35,9.78,18.21,14.7
Rice,West,Sandy,Kharif,2019,19.44,130.68,53.93,6.48,6.51,161.55,75.92,276.46,4.42,1.06,Sprinkler,108.36,6.12,3.88,4.13
Sugarcane,North,Loamy,Rabi,2023,26.26,112.84,56.36,10.54,5.91,364.52,78.23,291.91,1.16,4.49,Rainfed,196.23,1.95,39.17,175.79
Soybean,North,Loamy,Kharif,2016,14.15,57.93,43.01,11.65,7.91,327.83,11.52,206.08,1.31,5.92,Rainfed,205.29,8.52,0.5,2.96
Wheat,South,Peat,Kharif,2017,34.3,22.78,85.71,11.27,6.87,123.43,44.86,181.0,4.2,6.81,Drip,67.7,7.05,0.5,3.41
Maize,West,Peat,Zaid,2015,23.43,28.05,81.46,7.71,7.26,273.06,78.47,278.95,4.32,2.92,Drip,86.27,5.92,1.08,3.16
Cotton,South,Silt,Rabi,2022,18.64,45.56,44.88,7.49,7.45,287.62,64.17,166.64,1.95,4.37,Drip,293.75,0.45,0.58,2.54
Wheat,West,Peat,Kharif,2016,19.3,77.03,72.06,8.23,5.59,273.74,26.24,135.37,1.9,10.28,Rainfed,61.89,3.48,0.98,10.03
Tomato,North,Sandy,Kharif,2021,22.53,116.45,79.45,9.82,7.76,157.72,73.82,153.54,0.55,6.01,Sprinkler,201.0,1.26,18.66,112.23
Tomato,North,Loamy,Zaid,2015,14.94,70.77,50.49,11.62,7.61,270.28,54.18,260.11,3.36,1.11,Drip,224.32,5.65,13.75,15.25
Cotton,Central,Sandy,Kharif,2017,45.16,152.32,57.2,5.08,6.95,303.81,22.41,212.36,4.22,1.35,Rainfed,226.45,0.68,0.78,1.05
Tomato,South,Loamy,Rabi,2021,25.74,382.54,78.57,6.04,5.72,285.0,10.23,248.15,1.59,2.28,Sprinkler,135.99,7.64,17.68,40.28
Rice,West,Sandy,Zaid,2019,22.36,53.47,67.05,7.7,8.37,179.02,16.43,185.25,1.33,3.17,Rainfed,96.8,8.81,0.63,2.01
Potato,South,Peat,Kharif,2023,25.32,428.97,72.8,5.03,8.17,240.61,20.69,247.86,3.31,11.19,Sprinkler,256.83,3.2,11.44,128.05
Wheat,West,Loamy,Rabi,2015,30.65,152.36,68.67,4.56,6.04,145.41,51.29,71.44,1.43,4.44,Sprinkler,83.26,2.48,1.96,8.71
Sugarcane,Central,Peat,Zaid,2020,16.37,229.85,52.51,8.71,6.61,325.64,36.01,112.22,3.23,7.34,Drip,184.09,7.16,59.85,439.22
Soybean,Central,Sandy,Kharif,2022,33.81,178.69,69.25,5.57,8.17,351.05,77.47,192.25,3.54,10.46,Sprinkler,63.15,9.12,1.76,18.38
Tomato,South,Peat,Kharif,2017,20.48,20.08,71.97,7.63,8.03,177.26,29.65,69.39,2.92,2.78,Drip,134.93,4.58,2.27,6.29
Potato,South,Loamy,Zaid,2015,25.86,31.11,66.18,5.57,6.14,177.02,42.16,173.6,4.42,11.63,Flood,196.67,2.81,4.23,49.17
Potato,North,Sandy,Rabi,2021,29.84,21.65,77.69,10.82,7.32,325.37,64.33,176.65,4.16,8.36,Rainfed,279.03,9.21,2.42,20.2
Potato,East,Sandy,Rabi,2017,29.75,23.2,40.96,11.51,6.51,213.26,42.89,116.45,3.16,8.18,Flood,114.34,7.43,2.74,22.39
Sugarcane,South,Peat,Rabi,2019,8.84,226.18,60.14,7.0,7.42,376.1,45.56,230.67,2.56,1.73,Flood,80.99,1.36,34.9,60.54
Wheat,West,Clay,Zaid,2023,27.37,100.5,46.56,10.93,8.45,248.76,41.48,137.02,3.37,5.18,Rainfed,135.85,3.43,1.28,6.65
Cotton,North,Silt,Zaid,2022,38.86,303.69,78.98,6.43,7.78,235.01,64.44,271.64,1.62,1.86,Flood,158.16,0.52,1.06,1.97
Potato,North,Sandy,Kharif,2023,28.46,158.51,57.27,7.72,7.27,122.08,59.79,181.68,3.31,6.93,Drip,218.89,0.95,20.33,140.94
Rice,Central,Sandy,Zaid,2015,37.15,50.31,51.07,10.61,6.67,272.6,48.61,196.29,0.81,2.3,Sprinkler,66.62,4.8,1.23,2.83
Maize,North,Loamy,Rabi,2018,31.22,69.29,79.12,6.3,8.07,225.85,34.87,224.37,2.81,2.56,Drip,64.52,1.67,2.36,6.04
Cotton,East,Peat,Zaid,2015,21.13,54.37,62.44,9.89,5.63,334.37,24.19,239.88,3.31,2.57,Sprinkler,230.94,2.36,0.62,1.58
Maize,South,Loamy,Kharif,2018,25.58,26.37,59.65,4.78,6.76,102.94,20.86,283.09,4.08,1.85,Sprinkler,229.57,6.68,0.75,1.39
Maize,North,Sandy,Kharif,2020,30.78,154.22,78.02,8.51,7.5,252.62,61.86,233.18,0.64,5.5,Drip,207.45,0.67,5.11,28.1
Wheat,South,Loamy,Zaid,2020,23.2,249.05,87.67,10.26,5.95,212.42,22.78,213.03,3.98,11.26,Flood,265.16,0.99,2.29,25.78
Wheat,North,Peat,Zaid,2018,6.18,100.47,69.83,6.03,6.71,285.91,24.44,299.71,1.77,4.52,Flood,188.54,4.51,1.32,5.97
Cotton,East,Clay,Kharif,2021,14.34,103.32,44.55,7.1,6.17,137.25,74.78,224.99,1.26,15.42,Flood,104.0,2.36,0.82,12.57
Soybean,Central,Sandy,Kharif,2018,29.09,26.0,41.26,8.26,7.45,346.86,43.48,219.13,3.8,5.25,Sprinkler,138.05,1.32,0.5,2.62
Cotton,South,Silt,Kharif,2024,38.14,166.4,49.49,7.96,6.69,161.71,27.17,109.42,2.39,2.98,Rainfed,188.54,0.93,0.71,2.1
Maize,North,Peat,Kharif,2020,40.87,167.52,41.78,8.3,6.56,308.47,29.86,235.93,3.21,8.3,Sprinkler,296.1,9.09,4.22,35.0
Rice,South,Loamy,Rabi,2016,25.18,244.21,47.65,4.34,7.1,392.31,59.68,126.29,3.51,0.7,Sprinkler,167.65,2.37,3.25,2.29
Wheat,West,Loamy,Zaid,2021,31.74,100.12,41.17,7.28,7.76,386.38,71.21,50.38,1.48,1.66,Flood,153.27,6.46,1.58,2.64
Maize,North,Clay,Kharif,2018,17.43,267.31,78.86,7.35,7.25,262.54,50.76,265.03,1.4,6.26,Rainfed,76.76,4.59,3.11,19.45
Potato,South,Clay,Rabi,2022,23.14,117.29,89.8,6.03,5.91,224.43,20.22,56.14,3.04,11.08,Flood,265.21,1.01,9.53,105.58
Sugarcane,East,Sandy,Kharif,2015,18.95,87.55,58.39,9.62,6.98,106.04,29.92,275.37,2.8,8.5,Rainfed,150.57,6.77,20.26,172.09
Maize,Central,Loamy,Zaid,2016,31.72,29.45,49.17,7.7,7.41,291.25,56.77,228.6,2.78,4.78,Sprinkler,52.1,1.67,0.93,4.46
Tomato,East,Peat,Kharif,2024,30.55,156.88,80.45,9.83,6.96,184.38,41.13,52.32,3.19,0.89,Sprinkler,86.35,6.26,13.28,11.79
Maize,West,Silt,Kharif,2018,40.22,175.25,43.4,4.02,7.8,187.02,72.1,96.24,3.13,1.08,Drip,150.67,8.82,2.93,3.16
Tomato,East,Sandy,Zaid,2021,33.09,136.99,51.3,11.38,7.37,131.77,11.09,53.98,0.73,12.63,Sprinkler,139.59,2.98,8.85,111.81
Potato,East,Silt,Rabi,2017,13.37,29.63,45.43,8.79,6.69,370.74,42.46,175.87,4.68,3.98,Rainfed,175.5,3.63,3.16,12.59
Cotton,West,Clay,Kharif,2015,20.98,69.8,69.42,7.58,7.09,348.11,38.96,107.52,3.07,14.36,Rainfed,223.3,3.08,0.73,10.43
Rice,West,Sandy,Kharif,2015,26.64,154.88,73.98,10.22,6.92,116.23,35.04,210.58,3.41,1.59,Sprinkler,113.25,4.87,3.15,5.0
Cotton,East,Sandy,Rabi,2015,21.74,211.6,44.32,11.4,8.28,102.38,45.45,196.79,2.99,5.28,Sprinkler,175.84,2.94,1.0,5.28
Maize,North,Clay,Rabi,2018,30.38,47.58,81.49,7.23,6.74,360.55,25.0,97.4,4.93,4.39,Flood,97.63,1.66,1.63,7.14
Sugarcane,North,Loamy,Kharif,2019,18.46,111.59,45.75,11.1,6.83,396.81,29.72,182.2,1.28,3.4,Sprinkler,94.13,3.07,44.82,152.23
Maize,North,Peat,Zaid,2016,24.97,119.22,73.04,10.04,7.78,386.65,62.9,255.92,2.9,5.86,Flood,169.53,2.76,3.6,21.07
Soybean,North,Peat,Rabi,2022,20.47,64.71,57.03,8.27,6.24,254.99,74.14,151.49,1.5,2.63,Rainfed,269.22,9.42,0.82,2.16
Maize,East,Silt,Zaid,2017,18.61,388.62,56.19,5.1,6.35,389.19,39.11,283.47,0.97,7.76,Flood,73.34,1.97,3.04,23.63
Cotton,South,Sandy,Kharif,2023,12.89,77.0,73.33,11.79,5.66,157.49,54.82,274.13,4.09,3.63,Sprinkler,236.37,2.08,0.65,2.37
Cotton,East,Peat,Kharif,2024,35.4,76.82,68.46,7.38,7.04,365.3,43.47,51.87,4.1,5.31,Sprinkler,232.6,9.01,0.73,3.86
Wheat,East,Peat,Rabi,2022,27.32,89.93,70.12,6.76,8.04,309.27,61.34,252.0,1.66,7.35,Drip,243.45,8.42,2.02,14.87
Potato,West,Silt,Zaid,2018,17.52,211.14,66.67,8.76,5.86,280.55,12.94,280.8,4.39,1.58,Sprinkler,198.45,6.03,23.36,36.92
Soybean,South,Peat,Zaid,2023,25.08,161.44,89.66,6.81,5.87,272.04,63.48,121.45,1.56,8.61,Rainfed,238.43,2.03,1.9,16.36
Sugarcane,North,Loamy,Zaid,2015,31.48,138.89,59.74,5.26,7.64,279.74,79.14,241.39,0.96,7.01,Sprinkler,114.36,9.62,47.05,330.02
Sugarcane,West,Peat,Zaid,2019,22.5,47.23,64.95,4.63,6.53,249.17,41.29,165.15,4.46,4.02,Rainfed,285.26,1.48,14.21,57.12
Cotton,North,Peat,Rabi,2023,14.74,62.66,85.05,8.31,6.5,333.01,14.95,190.92,0.95,1.47,Flood,65.61,9.02,0.57,0.85
